"title","level","service","category","description","id"
"Relevant Anti-Virus Signature Keywords In Application Log","high",,,,"b0f698cd-af36-2a37-ce9f-2ab614a8b808"
"CVE-2024-49113 Exploitation Attempt - LDAP Nightmare","high",,,,"1117f6c7-1c68-9c6e-c3e8-191e9d687387"
"CVE-2020-0688 Exploitation via Eventlog","high",,,,"b1a2ae27-889c-aa26-1bd3-21f277008048"
"MSSQL Extended Stored Procedure Backdoor Maggie","high",,,,"e177969a-73cc-a32c-b948-cb580287057a"
"MSMQ Corrupted Packet Encountered","high",,,,"0bcc2c11-231f-f491-7985-3571fee7f2c5"
"CVE-2023-40477 Potential Exploitation - WinRAR Application Crash","medium",,,,"f33feae7-db95-01a2-c35f-a6361e690ebb"
"LPE InstallerFileTakeOver PoC CVE-2021-41379","high",,,,"8e38887f-8e20-477d-26c1-0862951ae91b"
"Microsoft Malware Protection Engine Crash - WER","high",,,,"ea429061-e3b4-fabd-8bd6-cb98772aeeba"
"Suspicious Usage of CVE_2021_34484 or CVE 2022_21919","low",,,,"17e91768-3a0f-6d5f-bc0d-7f2d22391909"
"MSI Install","informational",,,,"ef118d4d-ef83-40a7-bb27-2bb3945473ee"
"File Was Not Allowed To Run","medium",,,,"da0e47f5-493f-9da4-b041-8eb762761118"
"BITS Transfer Job Downloading File Potential Suspicious Extension","medium",,,,"b37c7d8f-22b8-a92d-1d1c-593de0fa759e"
"BITS Transfer Job Download From Direct IP","high",,,,"5e8a986a-7579-0482-f86e-ad63f6341cd1"
"New BITS Job Created Via Bitsadmin","low",,,,"f72c1543-44f6-f836-c0da-9bab33600dac"
"BITS Transfer Job Download To Potential Suspicious Folder","high",,,,"26844668-ef48-7a97-5687-9533e59288b7"
"New BITS Job Created Via PowerShell","low",,,,"23d76ee6-e5fc-fb90-961a-4b412b97cc94"
"BITS Transfer Job With Uncommon Or Suspicious Remote TLD","medium",,,,"8a389ad3-d0c7-ef8c-1fb3-5bb7e31bcf7f"
"BITS Transfer Job Download From File Sharing Domains","high",,,,"4f9e9e60-c580-dd4e-4f06-42a016217d0e"
"Bits Job Created","informational",,,,"18e6fa4a-353d-42b6-975c-bb05dbf4a004"
"CodeIntegrity - Revoked Image Loaded","high",,,,"4d4c3fb7-504c-7089-2bb3-26781191b7eb"
"CodeIntegrity - Disallowed File For Protected Processes Has Been Blocked","high",,,,"c2644e00-b2a8-1e98-7dfc-bbef3a929767"
"CodeIntegrity - Blocked Image/Driver Load For Policy Violation","high",,,,"a4736e84-f507-2e6b-bc7a-573328447cbf"
"CodeIntegrity - Revoked Kernel Driver Loaded","high",,,,"4764bb53-3383-ae11-5351-b67f0001d2a5"
"CodeIntegrity - Unsigned Kernel Module Loaded","high",,,,"23f17a2b-73ca-e465-e823-bb1d47543f6d"
"CodeIntegrity - Blocked Image Load With Revoked Certificate","high",,,,"6f9f7b5c-f44b-fe0a-bcb2-ff4a09bd4ccf"
"CodeIntegrity - Unmet WHQL Requirements For Loaded Kernel Module","high",,,,"b1f60092-6ced-8775-b5dd-ac15a042e292"
"CodeIntegrity - Blocked Driver Load With Revoked Certificate","high",,,,"3838c754-9c4c-f500-6c7d-4c73b29717a9"
"CodeIntegrity - Unmet Signing Level Requirements By File Under Validation","low",,,,"f45ca591-7575-818e-9a07-7493461a33c3"
"CodeIntegrity - Unsigned Image Loaded","high",,,,"d6ea0e4a-9918-a082-1c5d-bd5d2a4f0b76"
"Loading Diagcab Package From Remote Path","high",,,,"b0e8486c-73f6-e1ba-9684-acba841c2719"
"USB Device Plugged","low",,,,"12717514-9380-dabc-12b9-113f524ec3ac"
"USB Plugged In","informational",,,,"b39b18a5-cece-4e7d-a438-827d0b0e8a82"
"New Firewall Rule Added In Windows Firewall Exception List Via WmiPrvSE.EXE","medium",,,,"ac6e5dab-06d1-5064-a91c-0eb6246d22bd"
"Windows Defender Firewall Has Been Reset To Its Default Configuration","low",,,,"e2592615-38d5-5099-c59f-83ab34a11d9a"
"A Rule Has Been Deleted From The Windows Firewall Exception List","medium",,,,"55827aab-4062-032f-35e7-2406dc57c35e"
"Windows Firewall Settings Have Been Changed","low",,,,"a0062bfc-2eba-05df-e231-f4a44b1317ab"
"The Windows Defender Firewall Service Failed To Load Group Policy","low",,,,"33a69619-460b-90f5-19b1-2f34036caf0a"
"New Firewall Rule Added In Windows Firewall Exception List For Potential Suspicious Application","high",,,,"bf17c34a-7b9d-65a8-a143-afa9c13e1fe4"
"All Rules Have Been Deleted From The Windows Firewall Configuration","high",,,,"3623c339-f1c5-67f2-a5a2-ddb078d75f69"
"Uncommon New Firewall Rule Added In Windows Firewall Exception List","medium",,,,"a1dbd390-a4c5-755a-1b1f-a76aabbecbbc"
"Firewall Rule Modified In The Windows Firewall Exception List","low",,,,"5d551ac6-b825-b536-7ec6-75339fc57a25"
"Loading Diagcab Package From Remote Path","high",,,,"b0e8486c-73f6-e1ba-9684-acba841c2719"
"Potential Malicious AppX Package Installation Attempts","medium",,,,"8f46b318-b8a3-d268-911f-318d0b43c0f9"
"bXOR Operator Usage In PowerShell Command Line - PowerShell Classic","low",,,,"8427e501-af53-a1ba-41a5-0b2d83e199fb"
"Uncommon PowerShell Hosts","medium",,,,"315f165d-92fd-170d-d80b-0f16f9cf5384"
"Suspicious PowerShell Invocations - Generic","high",,,,"391b98f2-3f42-0d06-a295-18a2aa29d39a"
"SyncAppvPublishingServer Execution to Bypass Powershell Restriction","medium",,,,"349e3bb4-b72b-193d-810e-7d9c145b863e"
"Suspicious PowerShell Invocations - Specific","high",,,,"3db961f4-6217-4957-b717-e5955c82d6e5"
"Suspicious PowerShell Download","medium",,,,"12f93a4e-cd0e-18d7-6969-b345ecc8d40a"
"Delete Volume Shadow Copies Via WMI With PowerShell","high",,,,"970cb6bc-a1b8-c7da-f658-ea96f2045162"
"Netcat The Powershell Version","medium",,,,"cc575689-20fe-0dda-ed3b-93e52d0d8ef1"
"Renamed Powershell Under Powershell Channel","low",,,,"b1868902-0d34-3392-8d98-99c0919a01d4"
"Potential RemoteFXvGPUDisablement.EXE Abuse","high",,,,"29a3935d-0428-4f39-d39e-ec43c598b272"
"Use Get-NetTCPConnection","low",,,,"19bee8fa-b4db-79ab-2c60-ea8ae4875dcc"
"PowerShell Called from an Executable Version Mismatch","high",,,,"b8c409c0-bd7a-5c05-0bae-56f88fe7b78d"
"Suspicious PowerShell Download","medium",,,,"d938bbb0-a745-c4fc-ce0d-eb5a006e6757"
"Suspicious Non PowerShell WSMAN COM Provider","medium",,,,"aedc0f64-b9e7-36d1-fd92-838fdf33eac3"
"Nslookup PowerShell Download Cradle","medium",,,,"11151659-80c2-7657-d058-2a07c5662662"
"Remote PowerShell Session (PS Classic)","low",,,,"d79eda57-503a-274d-fab8-0d26ff047015"
"PowerShell Downgrade Attack - PowerShell","medium",,,,"05ab81d4-8539-cffc-89f9-e470468bb28c"
"Zip A Folder With PowerShell For Staging In Temp - PowerShell","medium",,,,"ee9681d0-6ba5-5eaf-9c8b-fe39afe542b9"
"PwSh Engine Started","informational",,,,"ac2ae63b-83e6-4d06-aeaf-07409bda92c9"
"PwSh 2.0 Downgrade Attack","medium",,,,"bc082394-73e6-4d00-a9af-e7b524ef5085"
"Local Firewall Rules Enumeration Via NetFirewallRule Cmdlet","low",,,,"81b7f962-1b39-9a15-eca7-f718f8e45e85"
"Suspicious PowerShell Invocations - Generic","high",,,,"391b98f2-3f42-0d06-a295-18a2aa29d39a"
"SyncAppvPublishingServer Execution to Bypass Powershell Restriction","medium",,,,"349e3bb4-b72b-193d-810e-7d9c145b863e"
"Suspicious PowerShell Invocations - Specific","high",,,,"3db961f4-6217-4957-b717-e5955c82d6e5"
"Netcat The Powershell Version - PowerShell Module","medium",,,,"65efb931-2d64-dea1-b559-544498a9b6f8"
"Suspicious PowerShell Download","medium",,,,"12f93a4e-cd0e-18d7-6969-b345ecc8d40a"
"PowerShell Get Clipboard","medium",,,,"8ed7f4b3-91aa-4c85-95e8-a361f9004b2e"
"Suspicious Get Information for SMB Share - PowerShell Module","low",,,,"a1d89efd-6d69-416b-3004-ec9c460a863d"
"Suspicious PowerShell Invocations - Specific - PowerShell Module","high",,,,"da4a803e-e609-d187-675c-d7e7f0083763"
"Invoke-Obfuscation VAR+ Launcher - PowerShell Module","high",,,,"61ec8448-ba5d-0b4f-8089-eb047d43a2ec"
"Clear PowerShell History - PowerShell Module","medium",,,,"5dea4020-38c8-b6d5-ebdb-2a7cfa20044e"
"Suspicious PowerShell Download - PoshModule","medium",,,,"3a7c8368-70ba-0539-d7a9-662a59306969"
"Invoke-Obfuscation STDIN+ Launcher - PowerShell Module","high",,,,"c539a450-9d59-8ac3-1709-f3b5f2e5a989"
"SyncAppvPublishingServer Bypass Powershell Restriction - PS Module","medium",,,,"9863342f-1e0e-72c5-8faa-674337cd6d2b"
"Use Get-NetTCPConnection - PowerShell Module","low",,,,"8485a923-ab47-503c-8823-f930f71f83a1"
"Suspicious Computer Machine Password by PowerShell","medium",,,,"31981511-e5c7-fa6d-65dd-422e26ba8f0d"
"Suspicious Get Local Groups Information","low",,,,"300dbe85-b7a0-be0b-aa57-321c1ee97848"
"Suspicious PowerShell Invocations - Generic - PowerShell Module","high",,,,"e27c3517-69ca-c8c3-fc57-c4baba10867f"
"Potential Active Directory Enumeration Using AD Module - PsModule","medium",,,,"043fe2ff-2844-9176-3d40-aa3bf3e794a6"
"Suspicious Get-ADDBAccount Usage","high",,,,"85b06a92-2ad6-ef34-57c3-fac694f74095"
"Invoke-Obfuscation CLIP+ Launcher - PowerShell Module","high",,,,"7a595cb6-87c9-7d42-5bf9-f404e939d500"
"Bad Opsec Powershell Code Artifacts","critical",,,,"118c017d-54bd-d0a7-e24e-74482fd67b54"
"Invoke-Obfuscation Via Use Clip - PowerShell Module","high",,,,"d1ec8808-93c9-9dcb-b4b8-b20791287ee2"
"Invoke-Obfuscation RUNDLL LAUNCHER - PowerShell Module","medium",,,,"567da8d6-9387-9852-16ed-a336bfaad91e"
"Invoke-Obfuscation COMPRESS OBFUSCATION - PowerShell Module","medium",,,,"93fea8ea-89ab-d08a-3904-a6949999010c"
"Invoke-Obfuscation Obfuscated IEX Invocation - PowerShell Module","high",,,,"b21405ff-2071-082b-067f-fa116d28a858"
"Invoke-Obfuscation Via Use MSHTA - PowerShell Module","high",,,,"6ead282b-ed6b-7f68-1ed2-b8f5fb092b4e"
"Invoke-Obfuscation VAR++ LAUNCHER OBFUSCATION - PowerShell Module","high",,,,"b2064db0-e465-72c2-edcc-57cfd9676207"
"Malicious PowerShell Commandlets - PoshModule","high",,,,"36554b35-d185-3e51-6b7f-9b61726b8d3a"
"Potential RemoteFXvGPUDisablement.EXE Abuse - PowerShell Module","high",,,,"c2325f35-edc7-9b45-d0bc-548ab4074e0a"
"PowerShell Decompress Commands","informational",,,,"e4ba78e1-d659-9152-8504-cae6d6c7372e"
"Remote PowerShell Session (PS Module)","high",,,,"d8bf9898-a71e-347a-25d6-1fde2e2925e6"
"Invoke-Obfuscation Via Stdin - PowerShell Module","high",,,,"58925ff0-2936-8ebd-4c28-8fdbb8ac19a8"
"Invoke-Obfuscation Via Use Rundll32 - PowerShell Module","high",,,,"acb9f9fe-df3e-be2a-239f-51b194099630"
"Alternate PowerShell Hosts - PowerShell Module","medium",,,,"b7826f95-a54d-d6e4-d4e0-38998c4eb8d7"
"Zip A Folder With PowerShell For Staging In Temp  - PowerShell Module","medium",,,,"a707acca-c4f5-6929-a1fc-0908ab087be0"
"AD Groups Or Users Enumeration Using PowerShell - PoshModule","low",,,,"f3c1031c-796c-6c50-7af9-c490e09550f6"
"HackTool - Evil-WinRm Execution - PowerShell Module","high",,,,"a0ecd6f3-309d-3ad0-2231-421f98a89f32"
"Malicious PowerShell Scripts - PoshModule","high",,,,"a26b0227-f81e-097b-19ba-ffbb04417ccc"
"Potential RemoteFXvGPUDisablement.EXE Abuse","high",,,,"29a3935d-0428-4f39-d39e-ec43c598b272"
"Suspicious Non PowerShell WSMAN COM Provider","medium",,,,"aedc0f64-b9e7-36d1-fd92-838fdf33eac3"
"Zip A Folder With PowerShell For Staging In Temp - PowerShell","medium",,,,"ee9681d0-6ba5-5eaf-9c8b-fe39afe542b9"
"PwSh Pipeline Exec","informational",,,,"d3fb8f7b-88b0-4ff4-bf9b-ca286ce19031"
"Execution via CL_Invocation.ps1 (2 Lines)","high",,,,"13cf4134-564b-abdb-c83e-dac3ba9bac3c"
"Execution via CL_Mutexverifiers.ps1 (2 Lines)","high",,,,"97408cc2-d2e8-83dd-1f84-93da08e9f191"
"Lace Tempest PowerShell Evidence Eraser","high",,,,"017266c4-7b12-7c2b-d2b3-0b8ffe973af8"
"Lace Tempest PowerShell Launcher","high",,,,"47fec53e-ab09-f2b7-fc9a-c7364aefc12f"
"Potential APT FIN7 POWERHOLD Execution","high",,,,"384a6ce5-d681-2e87-6a43-6e1a0eb0f316"
"Potential POWERTRASH Script Execution","high",,,,"b8581aed-5481-addc-116b-c0b8384cecfc"
"WinAPI Function Calls Via PowerShell Scripts","medium",,,,"fc457d0e-1ed4-ecab-aa1f-bd5c4b53c2d9"
"Potential Data Exfiltration Over SMTP Via Send-MailMessage Cmdlet","medium",,,,"87face0d-1383-7cc4-2da9-2a5da8b81325"
"Windows Mail App Mailbox Access Via PowerShell Script","medium",,,,"aac8a133-780e-35ed-5d52-60a568765afb"
"Compress-Archive Cmdlet Execution","low",,,,"c0483a49-1049-db52-97c5-ed73a6063b93"
"New Windows Firewall Rule Added Via New-NetFirewallRule Cmdlet - ScriptBlock","low",,,,"40fd8a4e-3820-0edf-530e-53785ee863e9"
"Potential Registry Reconnaissance Via PowerShell Script","medium",,,,"822b05a7-afa1-99c7-fc49-578330c9bf81"
"Use Of Remove-Item to Delete File - ScriptBlock","low",,,,"6e77c76e-375f-3378-fb5b-0d55e078f8ad"
"WinAPI Library Calls Via PowerShell Scripts","medium",,,,"66cccc69-033d-56e2-a1e1-f190cc0a9ca0"
"SMB over QUIC Via PowerShell Script","medium",,,,"b3c17af7-4207-0100-fe3c-3730a1c40c82"
"Accessing Encrypted Credentials from Google Chrome Login Database","medium",,,,"63c2d41b-b587-6c55-c256-9c0bb392f0a9"
"Suspicious PowerShell Invocations - Generic","high",,,,"391b98f2-3f42-0d06-a295-18a2aa29d39a"
"Execution via CL_Invocation.ps1 - Powershell","high",,,,"6587075c-6239-f6e1-4717-4b7972b1c086"
"SyncAppvPublishingServer Execution to Bypass Powershell Restriction","medium",,,,"349e3bb4-b72b-193d-810e-7d9c145b863e"
"AzureHound PowerShell Commands","high",,,,"74dda95a-b492-e2ee-4a33-b22a41a1cb57"
"Dnscat Execution","critical",,,,"47d13687-edae-dafa-bdab-416474c95f53"
"Execution via CL_Mutexverifiers.ps1","high",,,,"f427b1c7-bbad-7bd6-bb0f-65b6170a3cb5"
"Suspicious PowerShell Invocations - Specific","high",,,,"3db961f4-6217-4957-b717-e5955c82d6e5"
"Suspicious Get-WmiObject","low",,,,"830423bc-69e4-b19b-5474-414e4ab0c365"
"PrintNightmare Powershell Exploitation","high",,,,"5eb9df17-06bd-e2fe-8871-13bd6bd36406"
"Suspicious PowerShell Download","medium",,,,"12f93a4e-cd0e-18d7-6969-b345ecc8d40a"
"Powershell File and Directory Discovery","low",,,,"113fcff8-c64d-8743-88b7-9ff2539cde7d"
"PowerShell Write-EventLog Usage","medium",,,,"777d9383-7a6f-f82a-d22e-2f05f433bc9b"
"PowerShell Set-Acl On Windows Folder - PsScript","high",,,,"82a11bd6-070f-3229-f413-73fe2ddd7018"
"Remove Account From Domain Admin Group","medium",,,,"33a52335-678e-da31-eb46-d7cfc302cb3e"
"HackTool - WinPwn Execution - ScriptBlock","high",,,,"40e38653-158e-78ce-f816-60a159924dc9"
"Invoke-Obfuscation VAR+ Launcher - PowerShell","high",,,,"1bc61c35-56bd-6b9c-12fc-5513d8aa80d2"
"HackTool - Rubeus Execution - ScriptBlock","high",,,,"1296d31f-9f66-0be1-424b-a641f15c4475"
"Modify Group Policy Settings - ScriptBlockLogging","medium",,,,"0b0963db-269b-9351-ab12-4aa9d1f8a105"
"Automated Collection Bookmarks Using Get-ChildItem PowerShell","low",,,,"389e5737-c793-4d03-4191-fe78d2cc1dcb"
"DirectorySearcher Powershell Exploitation","medium",,,,"d72c1916-ab63-11e1-1916-5e8b3822f133"
"Suspicious FromBase64String Usage On Gzip Archive - Ps Script","medium",,,,"0f434135-833f-9c32-7048-ab3c6264d3d2"
"AD Groups Or Users Enumeration Using PowerShell - ScriptBlock","low",,,,"956b0dfd-4aba-c0c7-7608-c7889eea8a67"
"Extracting Information with PowerShell","medium",,,,"f9889db2-6490-a082-33a3-1b46dff5e2f1"
"Suspicious Service DACL Modification Via Set-Service Cmdlet - PS","high",,,,"43de23b6-5e9c-142a-9e42-64992bede784"
"Import PowerShell Modules From Suspicious Directories","medium",,,,"0a3956ee-9813-55f3-ca74-4d00e9df5262"
"AADInternals PowerShell Cmdlets Execution - PsScript","high",,,,"61d6fe12-d403-c9b3-bc3f-fb10de58a4c3"
"Automated Collection Command PowerShell","medium",,,,"d7f88495-fd82-8062-2c13-6036a8358e39"
"Get-ADUser Enumeration Using UserAccountControl Flags","medium",,,,"0fb43313-1253-f71b-1a13-e10e073c1627"
"Disable-WindowsOptionalFeature Command PowerShell","high",,,,"cb989f20-ebb9-8b1b-a5d6-f98b3929346c"
"NTFS Alternate Data Stream","high",,,,"e701b235-4663-b82b-8611-b51a0706589b"
"PowerShell Script With File Upload Capabilities","low",,,,"4dc42aa9-1963-4ee8-e6ed-021575365449"
"Change PowerShell Policies to an Insecure Level - PowerShell","medium",,,,"e5a59479-4ded-f6c3-ab4d-8d464128fbb2"
"Potential Active Directory Enumeration Using AD Module - PsScript","medium",,,,"80fe1b47-6d38-9fc5-9535-6afd04b55a15"
"Potential PowerShell Obfuscation Using Character Join","low",,,,"5ab8284b-d017-c68c-31ff-6c9b51010284"
"Malicious PowerShell Commandlets - ScriptBlock","high",,,,"247b332c-8cf3-11c1-bf63-2693c99a6082"
"Computer Discovery And Export Via Get-ADComputer Cmdlet - PowerShell","medium",,,,"a86c5f75-859a-89ac-20a4-ad3be80336c9"
"PowerShell Create Local User","medium",,,,"b49ece4c-cd58-540c-62a8-d4189dc45f3e"
"Suspicious PowerShell Mailbox SMTP Forward Rule","medium",,,,"516b2199-36c5-1a0d-13f4-87bcb22bc2bf"
"Potential In-Memory Execution Using Reflection.Assembly","medium",,,,"4ee64eb7-79b5-d7d2-9ba7-89616409e7d0"
"Dump Credentials from Windows Credential Manager With PowerShell","medium",,,,"437d2bdc-4ee9-913b-42df-e947c8193f88"
"Invoke-Obfuscation Via Stdin - Powershell","high",,,,"e355cee1-576c-66ad-ccaf-3f4dfa5b541e"
"Powershell Detect Virtualization Environment","medium",,,,"654b7573-5b04-0352-d832-f32c333f4a56"
"Execute Invoke-command on Remote Host","medium",,,,"a4603d3c-bb7c-8db0-3d8a-23f265190006"
"PowerShell ICMP Exfiltration","medium",,,,"647d9a85-b4af-a355-a79e-5ad4afa553bd"
"Powershell Create Scheduled Task","medium",,,,"977cdcc1-6d3a-a221-a03f-d794230e01ae"
"Potential Data Exfiltration Via Audio File","medium",,,,"4956629d-759b-2297-1edf-5751449384cb"
"Root Certificate Installed - PowerShell","medium",,,,"245734a0-22f3-d684-07a7-ed1cea011d8e"
"DSInternals Suspicious PowerShell Cmdlets - ScriptBlock","high",,,,"55d8816f-49cc-7135-b3b1-63d41ce23a01"
"Windows Screen Capture with CopyFromScreen","medium",,,,"bf9ed747-37f2-803e-2a51-91d56622d6ba"
"Invoke-Obfuscation Obfuscated IEX Invocation - PowerShell","high",,,,"30be45df-1ada-4075-3586-5a3d6eda8cd3"
"Detected Windows Software Discovery - PowerShell","medium",,,,"abc8469f-9601-7199-13b7-9620478f5335"
"Potential COM Objects Download Cradles Usage - PS Script","medium",,,,"8c8871af-c2f2-4671-9f1d-d6c3e90b7c42"
"Powershell Suspicious Win32_PnPEntity","low",,,,"12bd77fd-a44d-6373-2156-4c29b22d9c85"
"Suspicious Eventlog Clear","medium",,,,"a8e07a3d-571c-0d25-729b-fa16be9ea6c5"
"PowerShell PSAttack","high",,,,"8dd08d08-a638-c74c-8e7a-07d55d3b3318"
"Suspicious PowerShell Download - Powershell Script","medium",,,,"e3888b82-f1d3-14e8-54e5-16b522dfd8a9"
"Clear PowerShell History - PowerShell","medium",,,,"36e3fc18-c21d-b046-86b0-9f14ccbb975e"
"Suspicious New-PSDrive to Admin Share","medium",,,,"9d0ff6ee-9967-a757-d8dc-cf3f3b3546b1"
"Certificate Exported Via PowerShell - ScriptBlock","medium",,,,"58f5980d-d851-77b4-2f1f-945eb2d3e430"
"Potentially Suspicious Call To Win32_NTEventlogFile Class - PSScript","medium",,,,"72ba1398-c3d6-c1a6-9133-bc72ccaca90d"
"PowerView PowerShell Cmdlets - ScriptBlock","high",,,,"cc813de1-cf1f-dd91-bcfb-3821610d9dfc"
"PowerShell Deleted Mounted Share","medium",,,,"2182e106-ae16-770c-3022-a67abacb10d0"
"PowerShell Script Change Permission Via Set-Acl - PsScript","low",,,,"3586407d-f3a3-bb2d-8467-0956e15af381"
"Suspicious Get Information for SMB Share","low",,,,"b3cb91b9-f3a8-1486-c398-1ea1e5183b3c"
"Enumerate Credentials from Windows Credential Manager With PowerShell","medium",,,,"129010c2-32d8-8ae8-d3a5-cdd24744231e"
"Windows Defender Exclusions Added - PowerShell","medium",,,,"addd9852-1b8e-322b-77eb-4a749ba8dca6"
"Suspicious TCP Tunnel Via PowerShell Script","medium",,,,"f0174af7-3de1-3209-5f81-f96ff9d1f5c6"
"Manipulation of User Computer or Group Security Principals Across AD","medium",,,,"2843f0fc-1a75-2140-6c4c-f5c296073941"
"Live Memory Dump Using Powershell","high",,,,"f279fcb8-4560-0d0c-3bee-043b32f9b3fb"
"PowerShell ShellCode","high",,,,"7f3d30e6-1565-4e09-7b13-5d7c5b8b0947"
"Registry-Free Process Scope COR_PROFILER","medium",,,,"98d89b85-61ea-f78b-d1fa-cd52182b6b28"
"Suspicious IO.FileStream","medium",,,,"6454f2bf-2962-a90a-eec3-6c7bef6be08e"
"Suspicious PowerShell WindowStyle Option","medium",,,,"d2c72fb1-8ebf-d5d3-1e88-80f15ba1079a"
"Suspicious Mount-DiskImage","low",,,,"a47e2fc3-e3e3-9763-7cb2-d19df00ad719"
"Potential Suspicious Windows Feature Enabled","medium",,,,"c9326131-769a-8ba4-03f2-7d17f9847a50"
"Powershell Local Email Collection","medium",,,,"00ba998e-b435-22a6-2dbf-e85e1918b8a7"
"Powershell Execute Batch Script","medium",,,,"57b18282-5df7-0636-ee86-75ccdbe55519"
"Suspicious Get Local Groups Information - PowerShell","low",,,,"231be74a-ed58-7e55-d906-23131f589913"
"Invoke-Obfuscation Via Use Clip - Powershell","high",,,,"33811b3f-3506-6bff-bb4a-4250e7714358"
"Tamper Windows Defender - ScriptBlockLogging","high",,,,"6074ad34-a80f-fdd9-5c49-e1a2fc4572c4"
"Suspicious SSL Connection","low",,,,"57e275e0-10cf-be8d-39b2-027fbfeb2913"
"Troubleshooting Pack Cmdlet Execution","medium",,,,"297f849b-2dff-ce76-be52-6f50e2f5d205"
"Potential Invoke-Mimikatz PowerShell Script","high",,,,"b0c6066e-a243-d2f6-c744-990ed060759c"
"Potential Suspicious PowerShell Keywords","medium",,,,"12b5b805-7b4b-d153-35e2-2230d216346c"
"Usage Of Web Request Commands And Cmdlets - ScriptBlock","medium",,,,"eddbf1d6-60c9-96f5-4cdf-f0947b3aad8f"
"Invoke-Obfuscation RUNDLL LAUNCHER - PowerShell","medium",,,,"c4a3b240-b0c5-3eed-9e95-d3db01157764"
"PowerShell Web Access Installation - PsScript","high",,,,"802477a9-01ea-d5f8-2ff9-44285787d0f7"
"PowerShell Credential Prompt","high",,,,"77e99ce3-b834-1c0d-0fe8-ffd39f1bc29f"
"Potential Persistence Via Security Descriptors - ScriptBlock","high",,,,"b46c37cc-554c-aab3-0744-26f3a5ace219"
"WMIC Unquoted Services Path Lookup - PowerShell","medium",,,,"437f4723-94d2-dfdf-cd3b-9cf2e0af0fba"
"Potential PowerShell Obfuscation Using Alias Cmdlets","low",,,,"2b77aa85-451b-f506-eda5-71bef0c2bfa6"
"Powershell Directory Enumeration","medium",,,,"13a97026-d21c-5c67-761d-537efe8f3fe7"
"Potential Keylogger Activity","medium",,,,"6154995f-9153-aaa3-dc51-d3062506c78a"
"Invoke-Obfuscation STDIN+ Launcher - Powershell","high",,,,"a4545017-4d6d-c3bd-7fec-62214f01e6b2"
"Suspicious Invoke-Item From Mount-DiskImage","medium",,,,"a4fa5d2e-a803-b311-5ff7-669ada2d36eb"
"Powershell WMI Persistence","medium",,,,"6535a2a7-e5ce-2a80-726d-8eb3b016084d"
"Service Registry Permissions Weakness Check","medium",,,,"ce3cad3a-afec-9acc-c763-9b4cb0fd5ece"
"Abuse of Service Permissions to Hide Services Via Set-Service - PS","high",,,,"737309de-cb25-6cd6-de11-74ac6a587299"
"Add Windows Capability Via PowerShell Script","medium",,,,"8094e74c-0e24-f840-50c3-bfcdc98cd6a9"
"Powershell Token Obfuscation - Powershell","high",,,,"77af6d22-9887-7943-53f1-6a849e2e892d"
"Request A Single Ticket via PowerShell","high",,,,"088701bf-4758-9a2a-76c0-2e148a7e122c"
"Invoke-Obfuscation Via Use Rundll32 - PowerShell","high",,,,"00b36dc9-4f98-0596-4487-6aabd187344b"
"Potential WinAPI Calls Via PowerShell Scripts","high",,,,"edeeb148-ce01-b5b8-a531-3b364b7fd191"
"Suspicious Hyper-V Cmdlets","medium",,,,"94272bf4-116b-5204-4be6-69b2d5648fa4"
